"","DATE","water_date","PRCP"
"3392",2017-01-12,2017-01-12,0.11
"3393",2017-01-13,2017-01-13,0
"3394",2017-01-14,2017-01-14,0
"3395",2017-01-15,2017-01-15,0
"3396",2017-01-16,2017-01-16,0
"3397",2017-01-17,2017-01-17,0.01
"3398",2017-01-18,2017-01-18,2.08
"3399",2017-01-19,2017-01-19,1.11
"3400",2017-01-20,2017-01-20,0.27
"3401",2017-01-21,2017-01-21,0.42
"3402",2017-01-22,2017-01-22,0.59
"3403",2017-01-23,2017-01-23,0.45
"3404",2017-01-24,2017-01-24,0.01
"3405",2017-01-25,2017-01-25,0.01
"3406",2017-01-26,2017-01-26,0.09
"3407",2017-01-27,2017-01-27,0.01
"3408",2017-01-28,2017-01-28,0
"3409",2017-01-29,2017-01-29,0
"3410",2017-01-30,2017-01-30,0
"3411",2017-01-31,2017-01-31,0.02
"3412",2017-02-01,2017-02-01,0.01
"3413",2017-02-02,2017-02-02,0.01
"3414",2017-02-03,2017-02-03,0.39
"3415",2017-02-04,2017-02-04,1.8
"3416",2017-02-05,2017-02-05,1.48
"3417",2017-02-06,2017-02-06,2.19
"3418",2017-02-07,2017-02-07,0.24
"3419",2017-02-08,2017-02-08,0.37
"3420",2017-02-09,2017-02-09,2.31
"3421",2017-02-10,2017-02-10,0.45
"3422",2017-02-11,2017-02-11,0.1
"3423",2017-02-12,2017-02-12,0
"3424",2017-02-13,2017-02-13,0
"3425",2017-02-14,2017-02-14,0
"3426",2017-02-15,2017-02-15,0.11
"3427",2017-02-16,2017-02-16,3.09
"3428",2017-02-17,2017-02-17,0.76
"3429",2017-02-18,2017-02-18,0.08
"3430",2017-02-19,2017-02-19,0.66
"3431",2017-02-20,2017-02-20,1.8
"3432",2017-02-21,2017-02-21,1.11
"3433",2017-02-22,2017-02-22,0.84
"3434",2017-02-23,2017-02-23,0.05
"3435",2017-02-24,2017-02-24,0.42
"3436",2017-02-25,2017-02-25,1.11
"3437",2017-02-26,2017-02-26,0.26
"3438",2017-02-27,2017-02-27,0.41
"3439",2017-02-28,2017-02-28,0.45
"3440",2017-03-01,2017-03-01,0.26
"3441",2017-03-02,2017-03-02,0.02
"3442",2017-03-03,2017-03-03,0.02
"3443",2017-03-04,2017-03-04,0.6
"3444",2017-03-05,2017-03-05,0.59
"3445",2017-03-06,2017-03-06,0.57
"3446",2017-03-07,2017-03-07,0.64
"3447",2017-03-08,2017-03-08,1.84
"3448",2017-03-09,2017-03-09,1.04
"3449",2017-03-10,2017-03-10,0.67
"3450",2017-03-11,2017-03-11,0.12
"3451",2017-03-12,2017-03-12,0.24
"3452",2017-03-13,2017-03-13,0.02
"3453",2017-03-14,2017-03-14,0.8
"3454",2017-03-15,2017-03-15,2.3
"3455",2017-03-16,2017-03-16,1.02
"3456",2017-03-17,2017-03-17,0.01
"3457",2017-03-18,2017-03-18,0.47
"3458",2017-03-19,2017-03-19,0.45
"3459",2017-03-20,2017-03-20,0.06
"3460",2017-03-21,2017-03-21,0.61
"3461",2017-03-22,2017-03-22,0.56
"3462",2017-03-23,2017-03-23,0.22
"3463",2017-03-24,2017-03-24,1.39
"3464",2017-03-25,2017-03-25,0.48
"3465",2017-03-26,2017-03-26,0.31
"3466",2017-03-27,2017-03-27,0.43
"3467",2017-03-28,2017-03-28,0.09
"3468",2017-03-29,2017-03-29,0.17
"3469",2017-03-30,2017-03-30,0.78
"3470",2017-03-31,2017-03-31,0.09
"3471",2017-04-01,2017-04-01,0
"3472",2017-04-02,2017-04-02,0
"3473",2017-04-03,2017-04-03,0
"3474",2017-04-04,2017-04-04,0
"3475",2017-04-05,2017-04-05,0
"3476",2017-04-06,2017-04-06,0.34
"3477",2017-04-07,2017-04-07,0.92
"3478",2017-04-08,2017-04-08,0.43
"3479",2017-04-09,2017-04-09,0.16
"3480",2017-04-10,2017-04-10,0.52
"3481",2017-04-11,2017-04-11,0.03
"3482",2017-04-12,2017-04-12,0.84
"3483",2017-04-13,2017-04-13,0.6
"3484",2017-04-14,2017-04-14,0.32
"3485",2017-04-15,2017-04-15,0.22
"3486",2017-04-16,2017-04-16,0.01
"3487",2017-04-17,2017-04-17,0.37
"3488",2017-04-18,2017-04-18,0.31
"3489",2017-04-19,2017-04-19,0.08
"3490",2017-04-20,2017-04-20,0.75
"3491",2017-04-21,2017-04-21,0.07
"3492",2017-04-22,2017-04-22,0.03
"3493",2017-04-23,2017-04-23,0.17
"3494",2017-04-24,2017-04-24,0.98
"3495",2017-04-25,2017-04-25,0.14
"3496",2017-04-26,2017-04-26,0.8
"3497",2017-04-27,2017-04-27,0.18
"3498",2017-04-28,2017-04-28,0.13
"3499",2017-04-29,2017-04-29,0
"3500",2017-04-30,2017-04-30,0.3
"3501",2017-05-01,2017-05-01,0
"3502",2017-05-02,2017-05-02,0.05
"3503",2017-05-03,2017-05-03,0.03
"3504",2017-05-04,2017-05-04,0.01
"3505",2017-05-05,2017-05-05,0.2
"3506",2017-05-06,2017-05-06,0.19
"3507",2017-05-07,2017-05-07,0
"3508",2017-05-08,2017-05-08,0
"3509",2017-05-09,2017-05-09,0
"3510",2017-05-10,2017-05-10,0
"3511",2017-05-11,2017-05-11,0.66
"3512",2017-05-12,2017-05-12,0.79
"3513",NA,2017-05-13,0
"3514",NA,2017-05-14,0
"3515",NA,2017-05-15,0
"3516",NA,2017-05-16,0
"3517",NA,2017-05-17,0
"3518",NA,2017-05-18,0
"3519",NA,2017-05-19,0
"3520",NA,2017-05-20,0
"3521",NA,2017-05-21,0
"3522",NA,2017-05-22,0
"3523",NA,2017-05-23,0
"3524",NA,2017-05-24,0
"3525",NA,2017-05-25,0
"3526",NA,2017-05-26,0
"3527",NA,2017-05-27,0
"3528",NA,2017-05-28,0
"3529",NA,2017-05-29,0
"3530",NA,2017-05-30,0
"3531",NA,2017-05-31,0
"3532",NA,2017-06-01,0
"3533",NA,2017-06-02,0
"3534",2017-06-03,2017-06-03,0
"3535",2017-06-04,2017-06-04,0
"3536",2017-06-05,2017-06-05,0
"3537",2017-06-06,2017-06-06,0
"3538",2017-06-07,2017-06-07,0
"3539",2017-06-08,2017-06-08,0.78
"3540",2017-06-09,2017-06-09,0.41
"3541",2017-06-10,2017-06-10,0.92
"3542",2017-06-11,2017-06-11,0.15
"3543",2017-06-12,2017-06-12,0.01
"3544",2017-06-13,2017-06-13,0.07
"3545",2017-06-14,2017-06-14,0.05
"3546",2017-06-15,2017-06-15,0.09
"3547",2017-06-16,2017-06-16,0.33
"3548",2017-06-17,2017-06-17,0.18
"3549",2017-06-18,2017-06-18,0
"3550",2017-06-19,2017-06-19,0
"3551",2017-06-20,2017-06-20,0.01
"3552",2017-06-21,2017-06-21,0
"3553",2017-06-22,2017-06-22,0
"3554",2017-06-23,2017-06-23,0
"3555",2017-06-24,2017-06-24,0
"3556",2017-06-25,2017-06-25,0
"3557",2017-06-26,2017-06-26,0.01
"3558",2017-06-27,2017-06-27,0.02
"3559",2017-06-28,2017-06-28,0
"3560",2017-06-29,2017-06-29,0
"3561",2017-06-30,2017-06-30,0
"3562",NA,2017-07-01,0
"3563",NA,2017-07-02,0
"3564",NA,2017-07-03,0
"3565",NA,2017-07-04,0
"3566",NA,2017-07-05,0
"3567",NA,2017-07-06,0
"3568",NA,2017-07-07,0
"3569",NA,2017-07-08,0
"3570",NA,2017-07-09,0
"3571",NA,2017-07-10,0
"3572",2017-07-11,2017-07-11,0
"3573",2017-07-12,2017-07-12,0
"3574",2017-07-13,2017-07-13,0
"3575",2017-07-14,2017-07-14,0
"3576",2017-07-15,2017-07-15,0
"3577",2017-07-16,2017-07-16,0
"3578",2017-07-17,2017-07-17,0
"3579",2017-07-18,2017-07-18,0
"3580",2017-07-19,2017-07-19,0
"3581",2017-07-20,2017-07-20,0.02
"3582",2017-07-21,2017-07-21,0.01
"3583",2017-07-22,2017-07-22,0
"3584",2017-07-23,2017-07-23,0
"3585",2017-07-24,2017-07-24,0
"3586",2017-07-25,2017-07-25,0
"3587",NA,2017-07-26,0
"3588",NA,2017-07-27,0
"3589",NA,2017-07-28,0
"3590",NA,2017-07-29,0
"3591",NA,2017-07-30,0
"3592",NA,2017-07-31,0
"3593",2017-08-01,2017-08-01,0
"3594",2017-08-02,2017-08-02,0
"3595",2017-08-03,2017-08-03,0
"3596",2017-08-04,2017-08-04,0
"3597",2017-08-05,2017-08-05,0
"3598",2017-08-06,2017-08-06,0
"3599",2017-08-07,2017-08-07,0
"3600",2017-08-08,2017-08-08,0
"3601",2017-08-09,2017-08-09,0.02
"3602",2017-08-10,2017-08-10,0.02
"3603",2017-08-11,2017-08-11,0.02
"3604",2017-08-12,2017-08-12,0.02
"3605",2017-08-13,2017-08-13,0.1
"3606",2017-08-14,2017-08-14,0.06
"3607",2017-08-15,2017-08-15,0
"3608",2017-08-16,2017-08-16,0
"3609",2017-08-17,2017-08-17,0
"3610",2017-08-18,2017-08-18,0
"3611",2017-08-19,2017-08-19,0
"3612",2017-08-20,2017-08-20,0
"3613",2017-08-21,2017-08-21,0
"3614",2017-08-22,2017-08-22,0.03
"3615",2017-08-23,2017-08-23,0.02
"3616",2017-08-24,2017-08-24,0
"3617",2017-08-25,2017-08-25,0
"3618",2017-08-26,2017-08-26,0
"3619",2017-08-27,2017-08-27,0
"3620",2017-08-28,2017-08-28,0
"3621",2017-08-29,2017-08-29,0.02
"3622",2017-08-30,2017-08-30,0.02
"3623",2017-08-31,2017-08-31,0
"3624",2017-09-01,2017-09-01,0
"3625",2017-09-02,2017-09-02,0
"3626",2017-09-03,2017-09-03,0
"3627",2017-09-04,2017-09-04,0
"3628",2017-09-05,2017-09-05,0
"3629",2017-09-06,2017-09-06,0
"3630",2017-09-07,2017-09-07,0.02
"3631",2017-09-08,2017-09-08,0.09
"3632",2017-09-09,2017-09-09,0
"3633",2017-09-10,2017-09-10,0.05
"3634",2017-09-11,2017-09-11,0
"3635",2017-09-12,2017-09-12,0
"3636",2017-09-13,2017-09-13,0
"3637",2017-09-14,2017-09-14,0
"3638",2017-09-15,2017-09-15,0
"3639",2017-09-16,2017-09-16,0
"3640",2017-09-17,2017-09-17,0
"3641",2017-09-18,2017-09-18,0.26
"3642",2017-09-19,2017-09-19,0.1
"3643",2017-09-20,2017-09-20,0.41
"3644",2017-09-21,2017-09-21,0.03
"3645",2017-09-22,2017-09-22,0.09
"3646",2017-09-23,2017-09-23,0.02
"3647",2017-09-24,2017-09-24,0
"3648",2017-09-25,2017-09-25,0
"3649",2017-09-26,2017-09-26,0
"3650",2017-09-27,2017-09-27,0
"3651",2017-09-28,2017-09-28,0
"3652",2017-09-29,2017-09-29,0.1
"3653",2017-09-30,2017-09-30,0.13
